name,gender,ethnicity,quality,call,city,jobs,experience,honors,volunteer,military,holes,school,email,computer,special,college,minimum,equal,wanted,requirements,reqexp,reqcomm,reqeduc,reqcomp,reqorg,industry
Tamika,female,afam,low,no,chicago,3,4,no,no,no,yes,no,no,yes,no,yes,5,yes,supervisor,yes,yes,no,no,no,no,manufacturing
Emily,female,cauc,low,no,chicago,1,12,no,no,no,no,yes,no,yes,no,yes,none,no,office support,yes,no,yes,no,yes,no,finance/insurance/real estate
Keisha,female,afam,low,no,chicago,2,10,no,no,no,yes,no,no,yes,no,yes,none,no,office support,yes,no,yes,no,yes,no,finance/insurance/real estate
Latoya,female,afam,high,no,chicago,3,13,no,no,no,no,yes,yes,yes,no,no,none,no,office support,yes,no,yes,no,yes,no,finance/insurance/real estate
Meredith,female,cauc,high,no,chicago,4,13,no,yes,no,yes,no,yes,yes,yes,no,none,no,office support,yes,no,yes,no,yes,no,finance/insurance/real estate
Kristen,female,cauc,high,no,chicago,3,12,yes,no,no,yes,yes,yes,yes,no,yes,none,no,office support,yes,no,no,no,yes,no,trade
Latoya,female,afam,high,no,chicago,2,10,no,no,no,no,no,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,trade
Meredith,female,cauc,low,no,chicago,3,11,no,yes,no,yes,yes,no,no,no,no,none,no,office support,yes,no,no,no,yes,no,trade
Tanisha,female,afam,low,no,chicago,4,11,no,no,no,yes,no,no,no,no,yes,none,no,office support,yes,no,no,no,yes,no,trade
Anne,female,cauc,high,yes,chicago,4,7,no,yes,no,yes,no,yes,yes,yes,no,3,no,office support,yes,yes,yes,no,no,yes,unknown
Kenya,female,afam,high,yes,chicago,4,8,no,no,no,yes,yes,yes,yes,yes,yes,3,no,office support,yes,yes,yes,no,no,yes,unknown
Sarah,female,cauc,low,yes,chicago,4,6,no,no,no,yes,yes,no,yes,yes,yes,3,no,office support,yes,yes,yes,no,no,yes,unknown
Tanisha,female,afam,low,yes,chicago,2,7,yes,no,no,yes,no,no,yes,yes,yes,3,no,office support,yes,yes,yes,no,no,yes,unknown
Carrie,female,cauc,low,no,chicago,5,13,no,no,no,yes,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Emily,female,cauc,high,no,chicago,2,12,no,yes,no,yes,no,yes,yes,no,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Keisha,female,afam,low,no,chicago,2,11,no,no,no,no,no,no,yes,no,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Kenya,female,afam,high,no,chicago,3,11,yes,no,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Anne,female,cauc,low,no,chicago,3,5,no,no,no,yes,no,no,yes,no,yes,none,no,office support,yes,no,no,no,yes,yes,unknown
Emily,female,cauc,high,no,chicago,3,5,no,no,no,no,yes,yes,yes,no,no,none,no,office support,yes,no,no,no,yes,yes,unknown
Keisha,female,afam,low,no,chicago,4,5,no,no,no,yes,yes,no,yes,no,yes,none,no,office support,yes,no,no,no,yes,yes,unknown
Tanisha,female,afam,high,no,chicago,4,6,no,yes,no,yes,no,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,yes,unknown
Emily,female,cauc,low,no,chicago,3,3,no,yes,no,yes,yes,no,yes,no,no,none,no,office support,yes,no,yes,no,no,no,manufacturing
Kenya,female,afam,low,no,chicago,4,9,no,no,no,no,yes,no,yes,no,no,none,no,office support,yes,no,yes,no,no,no,manufacturing
Latonya,female,afam,high,no,chicago,3,7,no,no,no,no,yes,yes,yes,yes,yes,none,no,office support,yes,no,yes,no,no,no,manufacturing
Sarah,female,cauc,high,no,chicago,3,5,no,yes,no,no,yes,yes,yes,yes,no,none,no,office support,yes,no,yes,no,no,no,manufacturing
Emily,female,cauc,high,no,chicago,3,11,no,no,no,no,yes,yes,yes,yes,yes,none,no,office support,no,no,no,no,no,no,health/education/social services
Latonya,female,afam,high,no,chicago,3,14,no,no,no,no,yes,yes,yes,no,no,none,no,office support,no,no,no,no,no,no,health/education/social services
Latoya,female,afam,low,no,chicago,4,10,no,no,no,yes,yes,no,yes,no,yes,none,no,office support,no,no,no,no,no,no,health/education/social services
Sarah,female,cauc,low,no,chicago,2,9,yes,no,no,yes,no,no,yes,no,yes,none,no,office support,no,no,no,no,no,no,health/education/social services
Emily,female,cauc,low,no,chicago,2,6,no,no,yes,no,no,no,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Jill,female,cauc,high,no,chicago,3,6,yes,no,no,yes,yes,yes,yes,no,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Lakisha,female,afam,low,no,chicago,4,6,no,no,no,yes,no,no,no,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Latonya,female,afam,high,no,chicago,3,4,no,yes,yes,yes,yes,yes,yes,yes,no,none,no,secretary,no,no,no,no,no,no,business/personal services
Anne,female,cauc,high,no,chicago,4,11,no,yes,no,no,yes,yes,yes,no,yes,none,yes,office support,yes,no,no,no,yes,no,trade
Ebony,female,afam,high,no,chicago,4,11,no,yes,no,no,yes,yes,yes,no,yes,none,yes,office support,yes,no,no,no,yes,no,trade
Latoya,female,afam,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,yes,office support,yes,no,no,no,yes,no,trade
Meredith,female,cauc,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,yes,office support,yes,no,no,no,yes,no,trade
Allison,female,cauc,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Ebony,female,afam,high,no,chicago,4,11,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Emily,female,cauc,high,no,chicago,4,11,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Latoya,female,afam,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Anne,female,cauc,low,no,chicago,2,14,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Emily,female,cauc,high,no,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Keisha,female,afam,low,no,chicago,2,6,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Tamika,female,afam,high,no,chicago,4,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Jill,female,cauc,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Lakisha,female,afam,high,no,chicago,3,3,no,yes,yes,no,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Sarah,female,cauc,high,no,chicago,4,5,no,yes,no,no,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Tamika,female,afam,low,no,chicago,3,4,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Carrie,female,cauc,low,yes,chicago,1,12,no,no,no,no,yes,no,yes,no,yes,some,yes,supervisor,yes,yes,no,no,yes,no,unknown
Lakisha,female,afam,low,no,chicago,4,13,no,no,no,no,yes,no,yes,no,no,some,yes,supervisor,yes,yes,no,no,yes,no,unknown
Laurie,female,cauc,high,no,chicago,2,12,no,yes,no,yes,no,yes,yes,no,no,some,yes,supervisor,yes,yes,no,no,yes,no,unknown
Tanisha,female,afam,high,no,chicago,4,11,no,yes,no,yes,no,no,yes,no,no,some,yes,supervisor,yes,yes,no,no,yes,no,unknown
Aisha,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,some,yes,retail sales,yes,yes,no,no,no,no,trade
Aisha,female,afam,low,no,boston,5,8,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,manufacturing
Aisha,female,afam,high,no,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,some,yes,other,yes,yes,no,no,no,no,unknown
Anne,female,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,some,yes,retail sales,yes,yes,no,no,no,no,trade
Brad,male,cauc,low,no,boston,3,13,no,no,no,no,no,no,yes,no,yes,none,yes,retail sales,yes,no,no,no,no,no,trade
Brad,male,cauc,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Carrie,female,cauc,low,no,boston,4,8,no,no,no,no,no,no,yes,no,yes,some,no,manager,yes,yes,no,no,no,no,unknown
Carrie,female,cauc,high,no,boston,7,5,no,yes,no,no,yes,no,yes,yes,yes,none,yes,retail sales,yes,no,no,no,no,no,trade
Emily,female,cauc,high,no,boston,4,14,no,yes,no,no,yes,no,yes,yes,yes,some,no,manager,yes,yes,no,no,no,no,unknown
Geoffrey,male,cauc,high,no,boston,6,18,no,yes,no,no,no,no,yes,no,yes,some,yes,other,yes,yes,no,no,no,no,unknown
Hakim,male,afam,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Jay,male,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,unknown
Jermaine,male,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,other,no,no,no,no,no,no,unknown
Keisha,female,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,yes,retail sales,yes,no,yes,no,no,no,transport/communication
Kenya,female,afam,low,no,boston,5,8,no,no,no,yes,no,no,no,no,yes,none,yes,retail sales,yes,no,no,no,no,no,trade
Kristen,female,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,no,no,no,no,no,no,unknown
Kristen,female,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,unknown
Kristen,female,cauc,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,yes,retail sales,yes,no,yes,no,no,no,transport/communication
Lakisha,female,afam,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,none,yes,retail sales,yes,no,yes,no,no,no,transport/communication
Lakisha,female,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,unknown
Latonya,female,afam,low,no,boston,4,6,no,no,no,no,yes,no,yes,no,yes,none,no,retail sales,no,no,no,no,no,no,unknown
Latoya,female,afam,high,no,boston,4,20,no,yes,no,no,no,no,no,no,yes,none,yes,retail sales,yes,no,no,no,no,no,trade
Leroy,male,afam,high,no,boston,4,20,no,yes,no,no,no,no,no,no,yes,none,no,other,no,no,no,no,no,no,manufacturing
Matthew,male,cauc,low,no,boston,3,13,no,no,no,no,no,no,yes,no,yes,none,no,other,no,no,no,no,no,no,manufacturing
Matthew,male,cauc,high,no,boston,4,2,no,yes,yes,no,yes,yes,yes,no,yes,none,yes,retail sales,yes,no,yes,no,no,no,transport/communication
Neil,male,cauc,high,no,boston,7,5,no,yes,no,no,yes,no,yes,yes,yes,none,no,other,no,no,no,no,no,no,manufacturing
Rasheed,male,afam,low,no,boston,5,26,no,no,no,no,no,no,no,no,yes,some,yes,other,yes,yes,no,no,no,no,unknown
Sarah,female,cauc,low,no,boston,3,7,no,no,no,yes,no,no,no,no,yes,some,yes,retail sales,yes,yes,no,no,no,no,trade
Todd,male,cauc,low,no,boston,4,8,no,no,no,no,no,no,yes,no,yes,some,yes,other,yes,yes,no,no,no,no,unknown
Tremayne,male,afam,low,no,boston,5,26,no,no,no,no,no,no,no,no,yes,some,no,manager,yes,yes,no,no,no,no,unknown
Tremayne,male,afam,high,no,boston,6,8,no,yes,no,no,yes,yes,yes,no,yes,some,yes,retail sales,yes,yes,no,no,no,no,trade
Tyrone,male,afam,high,no,boston,6,18,no,yes,no,no,no,no,yes,no,yes,some,no,manager,yes,yes,no,no,no,no,unknown
Latoya,female,afam,high,yes,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Meredith,female,cauc,low,yes,boston,6,7,no,no,no,yes,no,no,no,yes,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Sarah,female,cauc,high,yes,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Tanisha,female,afam,low,yes,boston,3,4,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Jill,female,cauc,high,yes,boston,4,16,no,no,no,yes,no,yes,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,manufacturing
Kristen,female,cauc,low,no,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,manufacturing
Tamika,female,afam,low,no,boston,3,4,no,no,no,yes,no,no,yes,yes,no,none,no,office support,yes,no,no,no,yes,no,manufacturing
Tanisha,female,afam,high,no,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,none,no,office support,yes,no,no,no,yes,no,manufacturing
Anne,female,cauc,high,no,boston,3,8,yes,yes,no,yes,no,yes,yes,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Ebony,female,afam,high,no,boston,6,16,no,yes,no,no,yes,yes,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Lakisha,female,afam,low,no,boston,2,2,no,no,no,yes,no,no,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Laurie,female,cauc,low,no,boston,6,7,no,no,no,yes,no,no,no,yes,yes,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Allison,female,cauc,high,no,boston,5,26,yes,yes,no,yes,yes,yes,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Emily,female,cauc,low,no,boston,2,2,no,no,no,yes,no,no,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Kenya,female,afam,low,no,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Tamika,female,afam,high,no,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,yes,secretary,yes,no,no,no,yes,no,health/education/social services
Latonya,female,afam,low,no,boston,2,2,no,no,no,yes,no,no,no,yes,no,none,no,office support,no,no,no,no,no,no,business/personal services
Laurie,female,cauc,low,no,boston,2,1,no,no,no,yes,no,no,yes,yes,no,none,no,office support,no,no,no,no,no,no,business/personal services
Meredith,female,cauc,high,no,boston,3,5,no,yes,no,yes,no,yes,yes,yes,yes,none,no,office support,no,no,no,no,no,no,business/personal services
Tamika,female,afam,high,no,boston,3,4,no,yes,no,yes,yes,yes,yes,yes,no,none,no,office support,no,no,no,no,no,no,business/personal services
Kristen,female,cauc,low,no,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Latonya,female,afam,low,no,boston,3,7,no,no,no,yes,yes,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Sarah,female,cauc,high,no,boston,5,14,no,yes,no,yes,no,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Tanisha,female,afam,high,no,boston,6,9,no,yes,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,health/education/social services
Allison,female,cauc,low,yes,boston,4,11,no,no,no,yes,no,no,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Anne,female,cauc,high,no,boston,4,16,no,no,no,yes,no,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Lakisha,female,afam,high,no,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Tamika,female,afam,low,no,boston,5,5,no,no,no,yes,yes,no,no,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Anne,female,cauc,low,yes,boston,2,2,no,no,no,yes,no,no,no,yes,no,none,no,secretary,no,no,no,no,no,no,business/personal services
Emily,female,cauc,high,yes,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Lakisha,female,afam,low,no,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,business/personal services
Latoya,female,afam,high,no,boston,4,16,no,no,no,yes,no,yes,yes,yes,no,none,no,secretary,no,no,no,no,no,no,business/personal services
Carrie,female,cauc,low,no,boston,3,4,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,no,no,no,no,no,no,business/personal services
Ebony,female,afam,high,no,boston,5,9,no,yes,no,yes,yes,yes,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Laurie,female,cauc,high,no,boston,1,5,no,yes,no,no,yes,yes,yes,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Tanisha,female,afam,low,no,boston,6,7,no,no,no,yes,no,no,no,yes,yes,none,no,secretary,no,no,no,no,no,no,business/personal services
Carrie,female,cauc,high,yes,boston,5,9,no,yes,no,yes,yes,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Ebony,female,afam,low,no,boston,5,13,no,no,no,yes,no,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Kristen,female,cauc,low,yes,boston,5,4,no,no,no,yes,no,no,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Tanisha,female,afam,high,no,boston,3,8,yes,yes,no,yes,no,yes,yes,yes,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Jill,female,cauc,low,yes,boston,3,20,yes,no,no,yes,no,no,no,no,yes,none,no,retail sales,no,no,no,no,no,no,unknown
Lakisha,female,afam,low,yes,boston,6,13,no,no,no,yes,no,no,no,no,yes,none,no,retail sales,no,no,no,no,no,no,unknown
Aisha,female,afam,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,yes,yes,some,no,secretary,yes,yes,no,no,no,no,unknown
Anne,female,cauc,high,no,chicago,3,9,no,yes,no,yes,yes,yes,yes,no,no,some,no,secretary,yes,yes,no,no,no,no,unknown
Jill,female,cauc,low,no,chicago,4,6,no,no,no,no,yes,no,yes,no,no,some,no,secretary,yes,yes,no,no,no,no,unknown
Tamika,female,afam,high,no,chicago,4,8,no,yes,no,yes,no,yes,yes,no,yes,some,no,secretary,yes,yes,no,no,no,no,unknown
Aisha,female,afam,low,no,chicago,1,4,no,no,no,no,yes,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Allison,female,cauc,low,no,chicago,2,4,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Carrie,female,cauc,high,no,chicago,4,4,no,yes,no,yes,no,yes,yes,yes,no,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Latoya,female,afam,high,no,chicago,5,4,no,no,yes,yes,no,yes,yes,no,yes,none,no,secretary,yes,no,no,no,yes,no,business/personal services
Anne,female,cauc,high,no,chicago,4,7,no,yes,no,yes,no,yes,yes,no,yes,none,yes,supervisor,yes,no,no,no,no,yes,health/education/social services
Emily,female,cauc,low,no,chicago,4,6,no,no,no,no,yes,no,yes,yes,yes,none,yes,supervisor,yes,no,no,no,no,yes,health/education/social services
Latoya,female,afam,low,no,chicago,4,5,no,no,no,yes,no,no,yes,yes,yes,none,yes,supervisor,yes,no,no,no,no,yes,health/education/social services
Tamika,female,afam,high,no,chicago,2,7,no,yes,no,yes,no,yes,yes,no,no,none,yes,supervisor,yes,no,no,no,no,yes,health/education/social services
Anne,female,cauc,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,none,no,office support,yes,no,yes,no,yes,yes,health/education/social services
Emily,female,cauc,high,no,chicago,3,16,no,no,no,no,yes,yes,yes,yes,no,none,no,office support,yes,no,yes,no,yes,yes,health/education/social services
Kenya,female,afam,low,no,chicago,4,8,no,no,no,yes,yes,no,yes,yes,yes,none,no,office support,yes,no,yes,no,yes,yes,health/education/social services
Latoya,female,afam,high,no,chicago,3,7,no,no,no,no,yes,yes,yes,yes,yes,none,no,office support,yes,no,yes,no,yes,yes,health/education/social services
Carrie,female,cauc,high,no,chicago,3,5,no,no,no,no,yes,yes,yes,no,no,none,no,office support,yes,no,yes,no,yes,no,unknown
Emily,female,cauc,low,no,chicago,3,5,no,yes,no,yes,yes,no,yes,no,no,none,no,office support,yes,no,yes,no,yes,no,unknown
Keisha,female,afam,low,no,chicago,4,6,no,no,no,yes,yes,no,yes,no,yes,none,no,office support,yes,no,yes,no,yes,no,unknown
Tamika,female,afam,high,no,chicago,3,6,no,yes,no,no,yes,yes,yes,no,yes,none,no,office support,yes,no,yes,no,yes,no,unknown
Anne,female,cauc,high,no,chicago,3,16,no,no,no,no,yes,yes,yes,no,no,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Lakisha,female,afam,low,no,chicago,4,16,no,no,no,yes,yes,no,yes,no,yes,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Latonya,female,afam,high,no,chicago,3,14,no,no,no,no,yes,yes,yes,yes,yes,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Meredith,female,cauc,low,no,chicago,4,15,no,no,no,yes,yes,no,yes,yes,yes,some,no,office support,yes,yes,no,no,no,no,health/education/social services
Anne,female,cauc,high,no,chicago,4,7,no,yes,no,yes,no,yes,yes,no,yes,none,no,secretary,yes,no,no,no,no,no,finance/insurance/real estate
Kenya,female,afam,low,no,chicago,4,6,no,no,no,no,yes,yes,yes,no,no,none,no,secretary,yes,no,no,no,no,no,finance/insurance/real estate
Kristen,female,cauc,low,no,chicago,4,7,no,no,no,yes,no,no,yes,no,yes,none,no,secretary,yes,no,no,no,no,no,finance/insurance/real estate
Latoya,female,afam,high,no,chicago,4,7,no,no,no,yes,yes,yes,yes,no,yes,none,no,secretary,yes,no,no,no,no,no,finance/insurance/real estate
Kristen,female,cauc,low,no,chicago,3,4,no,yes,no,yes,yes,no,yes,no,no,some,no,manager,yes,yes,no,no,yes,no,unknown
